URL,Version,Status,OIDs,Name,Title,Description,Used
http://jpfhir.jp/fhir/core/CodeSystem/JP_DentalBodySite_CS,1.2.0,active,,JP_DentalBodySite_CS,JP Core Dental BodySite CodeSystem,"JP Coreにて定義した歯科のObservationリソースに関する身体部位コード","ValueSet/jp-dental-bodysite-vs"
http://jpfhir.jp/fhir/core/CodeSystem/JP_DentalFundamentalStatus_CS,1.2.0,active,,JP_DentalFundamentalStatus_CS,JP Core Dental FundamentalStatus CodeSystem,"JP Coreにて定義した歯科のObservationリソースに関する歯の基礎状態コード","ValueSet/jp-dental-fundamentalstatus-vs"
http://jpfhir.jp/fhir/core/CodeSystem/JP_DentalMissingTeethObservation_CS,1.2.0,active,,JP_DentalMissingTeethObservation_CS,JP Core Dental MissingTeethObservation CodeSystem,"JP Coreにて定義した歯科のObservationリソースに関する欠損歯の観察結果コード","ValueSet/jp-dental-missingteeth-observation-vs,ValueSet/jp-dental-teethobservation-vs"
http://jpfhir.jp/fhir/core/CodeSystem/JP_DentalPresentTeethObservation_CS,1.2.0,active,,JP_DentalPresentTeethObservation_CS,JP Core Dental PresentTeethObservation CodeSystem,"JP Coreにて定義した歯科のObservationリソースに関する現存歯の観察結果コード","ValueSet/jp-dental-teethobservation-vs,ValueSet/jp-dental-presentteeth-observation-vs"
http://jpfhir.jp/fhir/core/CodeSystem/JP_DentalRootBodyStructure_CS,1.2.0,active,,JP_DentalRootBodyStructure_CS,JP Core Dental RootBodyStructure CodeSystem,"JP Coreにて定義した歯科のObservationリソースに関する歯根に関する部位構造コード","ValueSet/jp-dental-rootbodystructure-vs"
http://jpfhir.jp/fhir/core/CodeSystem/JP_DentalSimpleMissingTeethObservation_CS,1.2.0,active,,JP_DentalSimpleMissingTeethObservation_CS,JP Core Dental SimpleMissingTeethObservation CodeSystem,"JP Coreにて定義した歯科のObservationリソースに関する欠損歯の観察結果コード（簡易版）","ValueSet/jp-dental-teethobservation-vs,ValueSet/jp-dental-simple-missingteeth-observation-vs"
http://jpfhir.jp/fhir/core/CodeSystem/JP_DentalSimplePresentTeethObservation_CS,1.2.0,active,,JP_DentalSipmlePresentTeethObservation_CS,JP Core Dental SimplePresentTeethObservation CodeSystem,"JP Coreにて定義した歯科のObservationリソースに関する現存歯の観察結果コード（簡易版）","ValueSet/jp-dental-simple-presentteeth-observation-vs,ValueSet/jp-dental-teethobservation-vs"
http://jpfhir.jp/fhir/core/CodeSystem/JP_DentalSurfaceBodyStructure_CS,1.2.0,active,,JP_DentalSurfaceBodyStructure_CS,JP Core Dental Surface BodyStructure CodeSystem,"JP Coreにて定義した歯科のObservationリソースに関する歯面に関連する詳細部位構造コード","ValueSet/jp-dental-surfacebodystructure-vs"
http://jpfhir.jp/fhir/core/CodeSystem/JP_DocumentCodes_CS,1.1.1,active,,JP_DocumentCodes_CS,JP Core Document Codes CodeSystem,"SS MIX 標準文書コード表","ValueSet/jp-documentcodes-diagnosticreport-vs,ValueSet/jp-documentcodes-endoscopy-vs"
http://jpfhir.jp/fhir/core/CodeSystem/JP_JfagyFoodAllergen_CS,2025.4.1,active,,JP_JfagyFoodAllergen_CS,JP Core JFAGY Food Allergen CodeSystem,"JFAGY アレルゲンコード（食品）","ValueSet/jp-allergyintolerance-vs"
http://jpfhir.jp/fhir/core/CodeSystem/JP_JfagyNonFoodNonMedicationAllergen_CS,2024.7.9,active,,JP_JfagyNonFoodNonMedicationAllergen_CS,JP Core JFAGY Non Food None Medication Allergen CodeSystem,"JP Core JFAGY アレルゲンコード（非食品・非医薬品）","ValueSet/jp-allergyintolerance-vs"
http://jpfhir.jp/fhir/core/CodeSystem/JP_MedicalLicenseCertificate_CS,1.1.1,active,,JP_MedicalLicenseCertificate_CS,JP Core MedicalLicenseCertificate CodeSystem,"医療関連免許証明に関するコードシステム。（現在作成中、今後医療系免許に関する情報追加する予定です。）","ValueSet/jp-medicallicensecertificate-vs"
http://jpfhir.jp/fhir/core/CodeSystem/JP_MedicationAsNeededConditionJAMI_CS,1.1.1,active,,JP_MedicationAsNeededConditionJAMI_CS,JP Core Medication JAMI As Needed Condition CodeSystem,"JAMI標準用法規格頓用指示コードのコードシステム","ValueSet/jp-medicationusageinjection-vs"
http://jpfhir.jp/fhir/core/CodeSystem/JP_MedicationAsNeededConditionMERIT9_CS,1.1.1,active,,JP_MedicationAsNeededConditionMERIT9_CS,JP Core Medication MERIT9 As Needed Condition CodeSystem,"MERIT9頓用指示コードのコードシステム(test)","ValueSet/jp-medicationusageinjection-vs"
http://jpfhir.jp/fhir/core/CodeSystem/JP_MedicationCategoryMERIT9_CS,1.1.1,active,,JP_MedicationCategoryMERIT9_CS,JP Core Medication MERIT9 Category CodeSystem,"MERIT9処方区分コードのコードシステム","ValueSet/jp-medicationcategoryinjection-vs,ValueSet/jp-medicationcategory-vs"
http://jpfhir.jp/fhir/core/CodeSystem/JP_MedicationFormMERIT9_CS,1.1.1,active,,JP_MedicationFormMERIT9_CS,JP Core Medication MERIT9 Form CodeSystem,"MERIT9剤形コードのコードシステム","ValueSet/jp-medicationformmerit9-vs"
http://jpfhir.jp/fhir/core/CodeSystem/JP_MicrobiologyCategory_CS,1.1.1,active,,JP_MicrobiologyCategory_CS,JP Core MicrobiologyCategory CodeSystem,"微生物学検査カテゴリコードシステム","ValueSet/jp-microbiology-category-vs"
http://jpfhir.jp/fhir/core/CodeSystem/JP_ObservationBodyMeasurementCategory_CS,1.1.1,active,,JP_ObservationBodyMeasurementCategory_CS,JP Core Observation BodyMeasurement Category CodeSystem,"Observation（身体計測）で使用する分類のコード","ValueSet/jp-observation-bodymeasurement-category-vs"
http://jpfhir.jp/fhir/core/CodeSystem/JP_ObservationBodyMeasurementCode_CS,1.2.0,active,,JP_ObservationBodyMeasurementCode_CS,JP Core Observation BodyMeasurement Code CodeSystem,"Observation（身体計測）で使用する項目コードのコードシステム （出典：看護実践用語標準マスターの概要＜看護行為編＞Ver. 3. 6）","ValueSet/jp-observation-bodymeasurement-code-vs"
